Imagen,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,Indice,imagen_rotada,explicación clasificación2,clasificación_2
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (15 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (180 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (165 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (330 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (0 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (270 grados),elíptica,6
"[[[19  8  4]
  [19  8  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 7  1  1]]

 [[19  8  4]
  [18  9  4]
  [19 10  5]
  ...
  [ 6  0  0]
  [ 7  1  1]
  [ 8  2  2]]

 [[18  9  4]
  [17 10  4]
  [19 12  6]
  ...
  [ 6  2  1]
  [ 7  3  2]
  [ 7  3  2]]

 ...

 [[37 17  8]
  [36 16  7]
  [35 15  6]
  ...
  [ 9  8  6]
  [11  7  6]
  [10  6  5]]

 [[37 17  8]
  [35 15  6]
  [34 14  5]
  ...
  [10  9  7]
  [11  7  6]
  [11  7  6]]

 [[36 16  7]
  [35 15  6]
  [33 13  4]
  ...
  [10  9  7]
  [12  8  7]
  [12  8  7]]]",999, E pec (dust lane)                                                                                    ,elíptica,1,723.0,sí (90 grados),elíptica,6
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (330 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (135 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (210 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (90 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (0 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (300 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (285 grados),lenticular,5
"[[[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 8  8 10]
  [13 13 15]
  [16 16 18]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 7  7  9]
  [12 12 14]
  [15 15 17]]

 [[ 6  3 12]
  [ 6  3 12]
  [ 6  5 13]
  ...
  [ 5  5  7]
  [10 10 12]
  [13 13 15]]

 ...

 [[ 4  2  5]
  [ 3  1  4]
  [ 3  1  4]
  ...
  [14  9  6]
  [14  9  5]
  [14  9  5]]

 [[ 3  1  4]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [15  7  5]
  [13  8  4]
  [13  8  4]]

 [[ 2  0  3]
  [ 2  0  3]
  [ 2  0  3]
  ...
  [14  6  4]
  [12  7  3]
  [12  7  3]]]",81, S0^- sp / E(d)8                                                                                    ,lenticular,3,723.0,sí (150 grados),lenticular,5
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (90 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (210 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (60 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (180 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (330 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (300 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (195 grados),irregular,7
"[[[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  1  2]
  [ 5  1  2]
  [ 5  1  2]
  ...
  [ 2  2  0]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [10  0  1]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]

 [[10  0  3]
  [10  0  3]
  [ 9  0  0]
  ...
  [ 4  4  2]
  [ 4  4  2]
  [ 4  4  2]]]",1025, I(s)m / BCD                                                                                          ,irregular,2,723.0,sí (270 grados),irregular,7
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (45 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (285 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (270 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (195 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (225 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (150 grados),elíptica,6
"[[[  7   1   3]
  [  6   0   2]
  [  4   0   1]
  ...
  [ 17   6  10]
  [ 15   4   8]
  [ 14   3   7]]

 [[  7   1   3]
  [  7   1   3]
  [  5   1   2]
  ...
  [ 18   7  11]
  [ 17   6  10]
  [ 16   5   9]]

 [[  8   2   4]
  [  7   1   3]
  [  6   2   3]
  ...
  [ 18   9  12]
  [ 17   8  11]
  [ 17   8  11]]

 ...

 [[134  86  50]
  [124  76  40]
  [109  63  29]
  ...
  [ 19  19  17]
  [ 19  19  17]
  [ 18  18  16]]

 [[133  83  46]
  [121  73  35]
  [105  59  25]
  ...
  [ 20  20  18]
  [ 19  19  19]
  [ 19  19  19]]

 [[130  81  41]
  [118  70  32]
  [104  56  20]
  ...
  [ 20  20  18]
  [ 20  20  20]
  [ 20  20  20]]]",1026, E3-4                                                                                                 ,elíptica,1,723.0,sí (60 grados),elíptica,6
