Indice,Imagen_auto_scale,cig,Phase 2 clasiffication,explicación clasificación1,clasificación1,imagen_rotada,explicación clasificación2,clasificación_2
632,"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [1 0 0]
  [1 0 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [1 0 0]
  [1 0 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [1 0 0]]

 ...

 [[2 2 0]
  [2 2 0]
  [2 2 0]
  ...
  [4 5 0]
  [4 5 0]
  [4 5 0]]

 [[2 2 0]
  [2 2 0]
  [2 2 0]
  ...
  [4 5 0]
  [4 5 0]
  [4 5 0]]

 [[2 2 0]
  [2 2 0]
  [2 2 0]
  ...
  [4 5 0]
  [4 5 0]
  [4 5 0]]]",948, SA(rs)c                                                                                              ,espiral,0,,espiral no barrada,0
633,"[[[13  5  3]
  [13  5  3]
  [13  5  3]
  ...
  [12 11 16]
  [12 11 16]
  [12 11 16]]

 [[13  5  3]
  [13  5  3]
  [13  5  3]
  ...
  [12 11 16]
  [12 11 16]
  [12 11 16]]

 [[13  5  3]
  [13  5  3]
  [13  5  3]
  ...
  [12 12 14]
  [12 12 14]
  [12 12 14]]

 ...

 [[12  9  4]
  [12  9  4]
  [12  9  4]
  ...
  [ 5  5  3]
  [ 6  6  4]
  [ 7  7  5]]

 [[12  9  4]
  [12  9  4]
  [12  9  4]
  ...
  [ 5  5  3]
  [ 6  6  4]
  [ 7  7  5]]

 [[12  9  4]
  [12  9  4]
  [12  9  4]
  ...
  [ 5  5  3]
  [ 6  6  4]
  [ 7  7  5]]]",949, SB(s)dm                                                                                              ,espiral,0,,espiral barrada,1
634,"[[[10  1  4]
  [10  1  4]
  [10  1  4]
  ...
  [ 4  3  1]
  [ 4  3  1]
  [ 4  3  1]]

 [[10  1  4]
  [10  1  4]
  [10  1  4]
  ...
  [ 4  3  1]
  [ 4  3  1]
  [ 4  3  1]]

 [[10  1  4]
  [10  1  4]
  [10  1  4]
  ...
  [ 4  3  1]
  [ 4  3  1]
  [ 4  3  1]]

 ...

 [[20  0  0]
  [20  0  0]
  [20  0  0]
  ...
  [20 10  0]
  [20 10  0]
  [20 10  0]]

 [[20  0  0]
  [20  0  0]
  [20  0  0]
  ...
  [21 11  1]
  [21 11  1]
  [21 11  1]]

 [[20  0  0]
  [20  0  0]
  [20  0  0]
  ...
  [21 11  1]
  [21 11  1]
  [21 11  1]]]",950, SA(rs)c                                                                                              ,espiral,0,,espiral no barrada,0
637,"[[[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[1 0 0]
  [1 0 0]
  [1 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 ...

 [[5 3 4]
  [6 4 5]
  [6 4 5]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[5 3 4]
  [5 3 4]
  [6 4 5]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[5 3 4]
  [5 3 4]
  [5 3 4]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",953, SA(s)b                                                                                               ,espiral,0,,espiral no barrada,0
638,"[[[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 ...

 [[0 1 0]
  [0 2 1]
  [1 3 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[0 1 0]
  [0 2 1]
  [2 4 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[0 1 0]
  [0 2 1]
  [2 4 3]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",954, SA0^- sp                                                                                           ,espiral,0,,espiral no barrada,0
63,"[[[5 5 3]
  [5 5 3]
  [5 5 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[5 5 3]
  [5 5 3]
  [5 5 3]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[5 5 3]
  [5 5 3]
  [5 5 3]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [4 0 0]
  [4 0 0]
  [4 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [5 1 0]
  [5 1 0]
  [5 1 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [5 1 0]
  [5 1 0]
  [5 1 0]]]",77, SA(r_s)c                                                                            ,espiral,0,,espiral no barrada,0
639,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [5 3 4]
  [4 2 3]
  [4 2 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [4 2 3]
  [4 2 3]
  [3 1 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [3 1 2]
  [2 0 1]]

 ...

 [[7 3 2]
  [7 3 2]
  [7 3 2]
  ...
  [1 1 0]
  [1 2 0]
  [1 2 0]]

 [[9 3 3]
  [9 3 3]
  [9 3 3]
  ...
  [1 1 0]
  [1 2 0]
  [1 2 0]]

 [[9 3 3]
  [9 3 3]
  [9 3 3]
  ...
  [1 1 0]
  [1 2 0]
  [1 2 0]]]",955, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
635,"[[[ 4  2  3]
  [ 5  3  4]
  [ 5  3  4]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 3  1  2]
  [ 4  2  3]
  [ 5  3  4]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 4  2  3]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [ 9  5  6]
  [10  4  6]
  [ 9  3  5]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [10  6  7]
  [11  5  7]
  [10  4  6]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 1  0  5]
  ...
  [11  7  8]
  [11  5  7]
  [11  5  7]]]",951, (R')SAB(rl)ab                                                                              ,espiral,0,,espiral barrada intermedia,2
640,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [14  5  6]
  [13  4  5]
  [13  4  5]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [13  7  7]
  [14  5  6]
  [12  6  6]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 2  2  2]
  ...
  [13  9  8]
  [14  8  8]
  [13  9  8]]

 ...

 [[16  1  4]
  [16  1  4]
  [16  1  4]
  ...
  [ 0  3  6]
  [ 0  3  7]
  [ 0  3  7]]

 [[18  2  5]
  [18  2  5]
  [17  1  4]
  ...
  [ 0  4  6]
  [ 0  4  7]
  [ 0  4  7]]

 [[18  2  5]
  [18  2  5]
  [18  2  5]
  ...
  [ 0  4  6]
  [ 0  4  7]
  [ 0  4  7]]]",956, (R)SA(r)0/a                                                                                          ,espiral,0,,espiral no barrada,0
641,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [7 5 6]
  [9 5 6]
  [9 5 6]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [7 5 6]
  [9 5 6]
  [9 5 6]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [7 5 6]
  [9 5 6]
  [9 5 6]]

 ...

 [[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[9 0 1]
  [9 0 1]
  [9 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]]",957, SA(s)cd                                                                                              ,espiral,0,,espiral no barrada,0
642,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [12  7  4]
  [12  7  4]
  [12  7  4]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [11  6  3]
  [12  7  4]
  [12  7  4]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [11  6  3]
  [11  6  3]
  [11  6  3]]

 ...

 [[ 7  8  3]
  [ 7  8  3]
  [ 7  8  3]
  ...
  [15  6  9]
  [17  8 11]
  [18  9 12]]

 [[ 7  8  3]
  [ 7  8  3]
  [ 7  8  3]
  ...
  [15  6  9]
  [16  7 10]
  [17  8 11]]

 [[ 7  8  3]
  [ 7  8  3]
  [ 7  8  3]
  ...
  [14  5  8]
  [16  7 10]
  [17  8 11]]]",958, SB(s)cd                                                                                              ,espiral,0,,espiral barrada,1
643,"[[[17  9  7]
  [17  9  7]
  [16  8  6]
  ...
  [ 7  5  8]
  [ 6  4  7]
  [ 5  3  6]]

 [[18 10  8]
  [17  9  7]
  [17  9  7]
  ...
  [ 7  5  8]
  [ 6  4  7]
  [ 5  3  6]]

 [[20 10  9]
  [19  9  8]
  [19  9  8]
  ...
  [ 7  5  8]
  [ 6  4  7]
  [ 5  3  6]]

 ...

 [[ 7  7  7]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [13  3  4]
  [13  3  4]
  [13  3  4]]

 [[ 7  7  7]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [12  2  3]
  [12  2  3]
  [12  2  3]]

 [[ 7  7  7]
  [ 7  7  7]
  [ 6  6  6]
  ...
  [12  2  3]
  [12  2  3]
  [12  2  3]]]",959, Sm sp                                                                                                ,espiral,0,,espiral barra indeterminada,4
644,"[[[13  3  1]
  [13  3  1]
  [13  3  1]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[13  3  1]
  [13  3  1]
  [13  3  1]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[13  3  2]
  [13  3  2]
  [13  3  2]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 ...

 [[14  2  6]
  [14  2  6]
  [17  2  7]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[14  2  6]
  [14  2  6]
  [17  2  7]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[14  2  6]
  [14  2  6]
  [17  2  7]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]]",960, (R_1)SAB(_rs)0^+                                                                ,espiral,0,,espiral barrada intermedia,2
636,"[[[10  6  3]
  [10  6  3]
  [10  6  3]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[10  6  3]
  [11  7  4]
  [11  7  4]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[11  7  4]
  [11  7  4]
  [11  7  4]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 ...

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 4  4  4]
  [ 1  3  2]
  [ 1  3  2]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 3  5  4]
  [ 2  4  3]
  [ 1  3  2]]

 [[ 2  0  1]
  [ 2  0  1]
  [ 2  0  1]
  ...
  [ 3  5  4]
  [ 2  4  3]
  [ 1  3  2]]]",952, SAB(rl)a pec                                                                                         ,espiral,0,,espiral barrada intermedia,2
645,"[[[22 26  9]
  [23 27 10]
  [24 28 11]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[23 27 10]
  [24 28 11]
  [25 29 12]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[25 29 12]
  [25 29 12]
  [26 30 13]
  ...
  [ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]]

 ...

 [[ 9  4  8]
  [ 9  4  8]
  [ 8  3  7]
  ...
  [ 3  5  2]
  [ 2  4  1]
  [ 2  4  1]]

 [[ 8  3  7]
  [ 8  3  7]
  [ 8  3  7]
  ...
  [ 4  6  3]
  [ 3  5  2]
  [ 2  4  1]]

 [[ 8  3  7]
  [ 8  3  7]
  [ 7  2  6]
  ...
  [ 4  6  3]
  [ 3  5  2]
  [ 2  4  1]]]",961, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
646,"[[[4 6 5]
  [4 6 5]
  [4 6 5]
  ...
  [3 5 4]
  [3 5 4]
  [3 5 4]]

 [[4 6 5]
  [4 6 5]
  [4 6 5]
  ...
  [3 5 4]
  [3 5 4]
  [3 5 4]]

 [[4 6 5]
  [4 6 5]
  [4 6 5]
  ...
  [3 5 4]
  [3 5 4]
  [3 5 4]]

 ...

 [[5 4 2]
  [5 4 2]
  [5 4 2]
  ...
  [9 5 2]
  [9 5 2]
  [9 5 2]]

 [[5 4 2]
  [5 4 2]
  [5 4 2]
  ...
  [9 5 2]
  [9 5 2]
  [9 5 2]]

 [[5 4 2]
  [5 4 2]
  [5 4 2]
  ...
  [9 5 2]
  [9 5 2]
  [9 5 2]]]",962, (R')SA(s)b                                                                                 ,espiral,0,,espiral no barrada,0
648,"[[[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[3 1 2]
  [3 1 2]
  [4 2 3]
  ...
  [2 2 0]
  [2 2 0]
  [2 2 0]]

 [[2 0 1]
  [2 0 1]
  [3 1 2]
  ...
  [2 2 0]
  [2 2 0]
  [1 1 0]]

 [[1 0 0]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 0]
  [2 2 0]
  [2 2 0]]]",965, SA(rs)a                                                                                              ,espiral,0,,espiral no barrada,0
64,"[[[ 8  9  4]
  [ 8  9  4]
  [11  7  4]
  ...
  [ 9  7  8]
  [10  8  9]
  [11  9 10]]

 [[ 7  8  3]
  [ 7  8  3]
  [10  6  3]
  ...
  [ 9  7  8]
  [10  8  9]
  [10  8  9]]

 [[ 4  5  0]
  [ 5  6  1]
  [ 8  4  1]
  ...
  [ 8  6  7]
  [ 9  7  8]
  [ 9  7  8]]

 ...

 [[12  3  8]
  [13  4  9]
  [14  3  9]
  ...
  [ 7  2  6]
  [ 7  2  6]
  [ 7  2  6]]

 [[13  2 10]
  [13  2 10]
  [14  3 11]
  ...
  [ 8  3  7]
  [ 7  2  6]
  [ 7  2  6]]

 [[13  2 10]
  [13  2 10]
  [13  2 10]
  ...
  [ 8  3  7]
  [ 7  2  6]
  [ 7  2  6]]]",78, SA(s)c sp                                                                                            ,espiral,0,,espiral no barrada,0
647,"[[[ 8  8  8]
  [ 8  8  8]
  [ 9  9  9]
  ...
  [ 3  2  7]
  [ 3  2  7]
  [ 3  2  7]]

 [[ 9  9  9]
  [ 9  9  9]
  [ 9  9  9]
  ...
  [ 3  2  7]
  [ 3  2  7]
  [ 3  2  7]]

 [[ 9  9  9]
  [ 9  9  9]
  [10 10 10]
  ...
  [ 4  2  7]
  [ 4  2  7]
  [ 4  2  7]]

 ...

 [[ 3  2  7]
  [ 3  2  7]
  [ 2  1  6]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[ 3  2  8]
  [ 3  2  8]
  [ 2  1  7]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]

 [[ 3  2  8]
  [ 3  2  8]
  [ 2  1  7]
  ...
  [ 9  0  3]
  [ 9  0  3]
  [ 9  0  3]]]",963, SB(rs)dm                                                                                             ,espiral,0,,espiral barrada,1
649,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[3 0 0]
  [3 0 0]
  [3 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[4 0 0]
  [4 0 0]
  [4 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[4 0 0]
  [4 0 0]
  [4 0 0]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]]",966, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
650,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 3 3]
  [3 3 3]
  [3 3 3]]

 ...

 [[3 3 5]
  [3 3 5]
  [3 3 5]
  ...
  [4 0 1]
  [4 0 1]
  [4 0 1]]

 [[3 3 5]
  [3 3 5]
  [3 3 5]
  ...
  [4 0 1]
  [4 0 1]
  [4 0 1]]

 [[3 3 5]
  [3 3 5]
  [3 3 5]
  ...
  [4 0 1]
  [4 0 1]
  [4 0 1]]]",970, SAb sp                                                                                               ,espiral,0,,espiral no barrada,0
651,"[[[ 7  6  2]
  [ 7  6  2]
  [ 6  5  1]
  ...
  [ 3 10  3]
  [ 2  9  2]
  [ 2  9  2]]

 [[ 7  6  2]
  [ 7  6  2]
  [ 7  6  2]
  ...
  [ 3 10  3]
  [ 2  9  2]
  [ 2  9  2]]

 [[ 8  7  3]
  [ 8  7  3]
  [ 7  6  2]
  ...
  [ 4  9  3]
  [ 3  8  2]
  [ 3  8  2]]

 ...

 [[11  6 10]
  [11  6 10]
  [11  6 10]
  ...
  [ 6  6  6]
  [ 7  7  7]
  [ 7  7  7]]

 [[12  6 10]
  [12  6 10]
  [12  6 10]
  ...
  [ 6  6  6]
  [ 7  7  7]
  [ 8  8  8]]

 [[12  6 10]
  [12  6 10]
  [12  6 10]
  ...
  [ 7  7  7]
  [ 7  7  7]
  [ 8  8  8]]]",972, IAB(s)m                                                                                              ,irregular,2,,irregular,7
652,"[[[13  5  2]
  [13  5  2]
  [13  5  2]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 3  3  3]]

 [[13  5  2]
  [13  5  2]
  [13  5  2]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 3  3  3]]

 [[13  5  2]
  [13  5  2]
  [13  5  2]
  ...
  [ 1  1  1]
  [ 2  2  2]
  [ 3  3  3]]

 ...

 [[22 12 10]
  [22 12 10]
  [21 11  9]
  ...
  [18 15 10]
  [18 15 10]
  [18 15 10]]

 [[21 11  9]
  [21 11  9]
  [21 11  9]
  ...
  [18 15 10]
  [18 15 10]
  [18 15 10]]

 [[21 11  9]
  [21 11  9]
  [20 10  8]
  ...
  [18 15 10]
  [18 15 10]
  [18 15 10]]]",973, SAB(rs)b pec                                                                                         ,espiral,0,,espiral barrada intermedia,2
653,"[[[12  0  4]
  [12  0  4]
  [11  0  4]
  ...
  [ 4  0  1]
  [ 5  0  1]
  [ 5  0  1]]

 [[12  0  4]
  [12  0  4]
  [10  0  3]
  ...
  [ 4  0  1]
  [ 5  0  1]
  [ 5  0  1]]

 [[12  0  4]
  [11  0  3]
  [10  0  3]
  ...
  [ 4  0  1]
  [ 5  0  1]
  [ 5  0  1]]

 ...

 [[16 17  1]
  [17 18  2]
  [18 19  3]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[16 19  2]
  [16 19  2]
  [17 20  3]
  ...
  [ 5  0  0]
  [ 5  0  0]
  [ 5  0  0]]

 [[16 19  2]
  [16 19  2]
  [16 20  3]
  ...
  [ 5  0  0]
  [ 5  0  0]
  [ 5  0  0]]]",974, (R')SA(s)bc                                                                                ,espiral,0,,espiral no barrada,0
656,"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 0 0]
  [1 0 0]
  [1 0 0]]

 ...

 [[6 5 1]
  [6 5 1]
  [6 5 1]
  ...
  [5 3 4]
  [5 3 4]
  [4 2 3]]

 [[7 6 1]
  [7 6 1]
  [8 7 2]
  ...
  [4 2 3]
  [3 1 2]
  [3 1 2]]

 [[8 7 2]
  [8 7 2]
  [9 8 3]
  ...
  [3 1 2]
  [2 0 1]
  [2 0 1]]]",977, SA(s)m                                                                                               ,espiral,0,,espiral no barrada,0
657,"[[[ 0 12  2]
  [ 0 12  2]
  [ 0 12  2]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 4  2  3]]

 [[ 0 12  2]
  [ 0 12  2]
  [ 0 12  2]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 4  2  3]]

 [[ 0 11  3]
  [ 0 11  3]
  [ 0 11  3]
  ...
  [ 4  2  3]
  [ 4  2  3]
  [ 4  2  3]]

 ...

 [[11  5  5]
  [11  5  5]
  [ 9  5  4]
  ...
  [ 9  3  3]
  [ 9  3  3]
  [ 9  3  3]]

 [[11  5  5]
  [11  5  5]
  [ 9  5  4]
  ...
  [11  2  3]
  [ 9  3  3]
  [ 9  3  3]]

 [[11  5  5]
  [11  5  5]
  [ 9  5  4]
  ...
  [11  2  3]
  [ 9  3  3]
  [ 9  3  3]]]",978, SA(rs)c                                                                                              ,espiral,0,,espiral no barrada,0
654,"[[[9 6 1]
  [9 6 1]
  [9 6 1]
  ...
  [4 3 1]
  [3 2 0]
  [3 2 0]]

 [[9 6 1]
  [9 6 1]
  [9 6 1]
  ...
  [5 4 2]
  [4 3 1]
  [3 2 0]]

 [[9 5 2]
  [9 5 2]
  [9 5 2]
  ...
  [5 4 2]
  [4 3 1]
  [4 3 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [6 4 5]
  [5 3 4]
  [4 2 3]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [5 3 4]
  [4 2 3]
  [3 1 2]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [4 2 3]
  [3 1 2]
  [2 0 1]]]",975, (R')SB(_rs)b                                                              ,espiral,0,,espiral barrada,1
658,"[[[ 3  2  0]
  [ 3  2  0]
  [ 3  2  0]
  ...
  [11  0 16]
  [11  0 17]
  [11  0 17]]

 [[ 3  2  0]
  [ 3  2  0]
  [ 3  2  0]
  ...
  [11  0 16]
  [11  0 17]
  [11  0 17]]

 [[ 3  2  0]
  [ 3  2  0]
  [ 3  2  0]
  ...
  [11  0 16]
  [11  0 17]
  [11  0 17]]

 ...

 [[ 6  4  5]
  [ 5  3  4]
  [ 5  3  4]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[ 6  4  5]
  [ 6  4  5]
  [ 5  3  4]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]

 [[ 6  4  5]
  [ 6  4  5]
  [ 6  4  5]
  ...
  [ 4  0  0]
  [ 4  0  0]
  [ 4  0  0]]]",980, SA(s)bc                                                                                              ,espiral,0,,espiral no barrada,0
65,"[[[ 4  1  8]
  [ 3  0  7]
  [ 3  1  6]
  ...
  [ 2  4  1]
  [ 0  5  1]
  [ 0  5  1]]

 [[ 4  1  8]
  [ 3  0  7]
  [ 3  1  6]
  ...
  [ 2  4  1]
  [ 0  5  1]
  [ 0  5  1]]

 [[ 4  1  8]
  [ 3  0  7]
  [ 3  1  6]
  ...
  [ 2  4  1]
  [ 0  5  1]
  [ 0  5  1]]

 ...

 [[17 13  2]
  [18 14  3]
  [19 15  4]
  ...
  [ 4  4  2]
  [ 3  3  1]
  [ 3  3  1]]

 [[17 13  2]
  [17 13  2]
  [18 14  3]
  ...
  [ 3  3  1]
  [ 3  3  1]
  [ 2  2  0]]

 [[16 12  1]
  [17 13  2]
  [18 14  3]
  ...
  [ 3  3  1]
  [ 3  3  1]
  [ 2  2  0]]]",79, SAB0^-                                                                                             ,espiral,0,,espiral barrada intermedia,2
659,"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  1  6]
  [ 3  2  7]
  [ 3  2  7]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  1  6]
  [ 3  2  7]
  [ 3  2  7]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  1  6]
  [ 3  2  7]
  [ 3  2  7]]

 ...

 [[25 14  8]
  [26 15  9]
  [27 16 10]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[23 12  6]
  [24 13  7]
  [25 14  8]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[22 11  5]
  [23 12  6]
  [24 13  7]
  ...
  [ 1  0  0]
  [ 1  0  0]
  [ 1  0  0]]]",981, E2-3                                                                                                 ,elíptica,1,,elíptica,6
660,"[[[15  6  9]
  [15  6  9]
  [15  6  9]
  ...
  [ 6  2  1]
  [ 6  2  0]
  [ 6  2  0]]

 [[15  6  9]
  [15  6  9]
  [15  6  9]
  ...
  [ 6  2  1]
  [ 6  2  0]
  [ 6  2  0]]

 [[15  6  9]
  [15  6  9]
  [15  6  9]
  ...
  [ 6  2  1]
  [ 6  2  0]
  [ 6  2  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 3  3  3]
  [ 4  4  4]
  [ 4  4  4]]]",982, SA(s)c                                                                                               ,espiral,0,,espiral no barrada,0
655,"[[[15  3  5]
  [15  3  5]
  [17  2  5]
  ...
  [ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]]

 [[15  3  5]
  [15  3  5]
  [17  2  5]
  ...
  [ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]]

 [[15  3  5]
  [15  3  5]
  [17  2  5]
  ...
  [ 8  4  3]
  [ 8  4  3]
  [ 8  4  3]]

 ...

 [[ 7  3  0]
  [ 6  2  0]
  [ 5  1  0]
  ...
  [ 2  4  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[ 7  3  0]
  [ 6  2  0]
  [ 5  1  0]
  ...
  [ 2  4  0]
  [ 1  3  0]
  [ 1  3  0]]

 [[ 7  3  0]
  [ 6  2  0]
  [ 5  1  0]
  ...
  [ 2  4  0]
  [ 1  3  0]
  [ 1  3  0]]]",976, SA(s)bc                                                                                              ,espiral,0,,espiral no barrada,0
